Agence entree reseau;Agence sortie reseau;D‚partement;INSEE;Cp;Ville;PS;Correspondant;Ligne depart;UM;Poids;Latitude;Longitude;Zone
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14528;14130;QUETTEVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;13;1;1780;49.3372230529789;0.30611100792885;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14530;14860;RANVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;22;2;905;49.2308311462399;-0.254444003105159;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14530;14860;RANVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;22;1;560;49.2308311462399;-0.254444003105159;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14530;14860;RANVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;22;1;414;49.2308311462399;-0.254444003105159;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14530;14860;RANVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;1;540;49.2308311462399;-0.254444003105159;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14530;14860;RANVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;1;180;49.2308311462399;-0.254444003105159;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14530;14860;RANVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;1;954;49.2308311462399;-0.254444003105159;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14534;14130;REUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;3;2598;49.273056030273;0.15111100673676;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14534;14130;REUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;2;405;49.273056030273;0.15111100673676;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14534;14130;REUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;52;2;450;49.273056030273;0.15111100673676;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14534;14130;REUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;229;49.273056030273;0.15111100673676;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 14 GRENTHEVILLE;14;14535;14470;REVIERS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;180;49.3011093139649;-0.46694400906563;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14536;14600;LA RIVIERE ST SAUVEUR;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;13;2;1513;49.4077796936043;0.271667003631588;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14536;14600;LA RIVIERE ST SAUVEUR;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;13;1;391;49.4077796936043;0.271667003631588;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14536;14600;LA RIVIERE ST SAUVEUR;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;13;1;756;49.4077796936043;0.271667003631588;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14538;14540;CASTINE EN PLAINE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;50;2;668;49.0938873291017;-0.319721996784211;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14538;14540;ROCQUANCOURT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;2;614;49.0938873291017;-0.319721996784211;Zone 1
NORMATRANS 50 VILLEDIEU;NORMATRANS 14 GRENTHEVILLE;14;14541;14340;LA ROQUE BAIGNARD;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;1000;49.1791687011717;0.100556001067162;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 14 GRENTHEVILLE;14;14541;14340;LA ROQUE BAIGNARD;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;1000;49.1791687011717;0.100556001067162;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14542;14740;ROSEL;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;2;3;1320;49.2288894653318;-0.45916700363159;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;250;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;2;1049;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;57;1;120;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;1;898;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;57;1;124;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;57;1;136;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;236;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;2;967;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;5;429;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;57;3;793;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;920;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;1;100;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;1;298.6;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;180;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;3;600;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;1;624;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;3;773;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 50 VILLEDIEU;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;320;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;1;664.9;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;3;272;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;2;400;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;57;2;1320;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;2;985;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;3;463;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;3;413;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;57;1;392;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;325;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;57;1;390.2;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;200;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;57;1;920;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;57;2;483;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14980;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;2;400;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14543;14740;ROTS;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;340;49.2108345031738;-0.473888993263242;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 50 ST LO;14;14545;14500;ROULLOURS;[NT50S] NORMATRANS 50 ST LO;NT50S;502;2;170;48.8330574035643;-0.840278029441842;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 50 ST LO;14;14549;14410;RULLY;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;319;#N/A;#N/A;#N/A
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14552;14400;RYES;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;39;1;412;49.3113899230961;-0.623055994510675;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14552;14400;RYES;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;39;1;400;49.3113899230961;-0.623055994510675;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;25;1;375;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;ST AIGNAN DE CRAMESNIL;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;255;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;545;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;300;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;333;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;ST AIGNAN DE CRAMESNIL;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;2;452;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;84;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;106;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;204;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;223;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;225;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;ST AIGNAN DE CRAMESNIL;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;218.18;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;ST AIGNAN DE CRAMESNIL;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;73;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;2;136;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;365;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;ST AIGNAN DE CRAMESNIL;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;80;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;ST AIGNAN DE CRAMESNIL;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;3;1605;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;ST AIGNAN DE CRAMESNIL;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;1605;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;520;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;100;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;ST AIGNAN DE CRAMESNIL;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;433;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;25;1;760;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;ST AIGNAN DE CRAMESNIL;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;650;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;30;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;390;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;2;1002;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14554;14540;LE CASTELET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;25;2;1016;49.0805549621581;-0.275278002023701;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14555;14130;ST ANDRE D HEBERTOT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;480;49.3133316040042;0.278889000415797;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14555;14130;ST ANDRE D HEBERTOT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;483;49.3133316040042;0.278889000415797;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;50;2;800;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;50;1;610;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;4;1565;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;2;667;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;2;280.95;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;SASO2;3;343.6;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;1;370;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;1;494;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;1;334;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;3;451;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;SASO2;1;192;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;2;595;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;SASO2;4;1710;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;SASO2;1;340;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;SASO2;1;236;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;1;253.2;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;50;1;420;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;2;611;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;4;1811;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;2;693;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;2;999;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;SASO2;4;857.13;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;SASO2;1;460;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;3;1322;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;1;238;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;1;370;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;1;544;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;SASO2;2;421;49.117221832275;-0.379721999168403;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14556;14320;ST ANDRE SUR ORNE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;47;2;1158;49.117221832275;-0.379721999168403;Zone 1
